ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
10101249,01,01,SC031,,5.058,3.508,2020-03-14,13:32:14,14:00:56,1.442,0
10101250,,01,XKII_045,,.000,3.445,2020-03-14,00:00:00,13:32:28,.000,0
10101251,01,01,SC110,,5.084,3.309,2020-03-14,13:32:29,14:01:01,1.536,0
10101252,01,01,HVSC035,,5.004,3.336,2020-03-14,13:32:36,13:47:57,1.500,0
10101253,,01,SC075,,.000,3.433,2020-03-14,00:00:00,13:32:40,.000,0
10101254,01,01,SC126,,5.043,3.427,2020-03-14,13:32:53,13:54:01,1.472,0
10101255,01,01,SC520,,5.052,3.442,2020-03-14,13:32:59,14:00:28,1.468,0
10101256,04,09,SC166,,3.089,2.446,2020-03-14,13:33:03,14:33:02,1.263,0
10101257,01,01,HVSC054,,5.147,3.433,2020-03-14,13:33:16,13:47:52,1.499,0
10101258,01,01,SC122,,5.026,3.429,2020-03-14,13:33:23,14:10:10,1.466,0
10101259,01,01,BK014,,5.051,3.440,2020-03-14,13:33:30,14:00:08,1.468,0
10101260,01,09,HVSC027,,5.050,3.438,2020-03-14,13:33:39,14:06:27,1.469,0
10101261,01,01,SC137,,5.055,3.367,2020-03-14,13:33:47,14:05:37,1.501,0
10101262,01,01,SC030,,5.058,3.601,2020-03-14,13:34:10,13:59:41,1.405,0
10101263,01,01,SC032,,4.724,3.430,2020-03-14,13:34:13,13:50:57,1.377,0
10101264,01,01,HVSC012,,5.042,3.427,2020-03-14,13:34:27,14:02:47,1.471,0
10101265,01,01,SC140,,5.011,3.436,2020-03-14,13:34:44,14:04:59,1.458,0
10101266,01,01,SC049,,5.071,3.428,2020-03-14,13:34:51,14:00:02,1.479,0
10101267,01,01,SC119,,5.031,3.462,2020-03-14,13:35:01,14:03:14,1.453,0
10101268,01,01,SC212,,5.064,3.367,2020-03-14,13:35:15,14:19:13,1.504,0
10101269,04,04,HVSC024,,3.129,2.280,2020-03-14,13:35:17,13:55:32,1.372,0
10101270,01,01,HVSC036,,5.146,3.476,2020-03-14,13:35:21,13:51:39,1.480,0
10101271,01,09,SC091,,5.083,4.373,2020-03-14,13:35:30,14:06:10,1.162,0
10101272,01,01,SC027,,5.049,3.442,2020-03-14,13:35:50,13:37:14,1.467,0
10101273,01,01,BK020,,5.041,3.314,2020-03-14,13:35:55,13:51:49,1.521,0
10101274,01,01,HVSC101,,5.089,3.350,2020-03-14,13:36:05,14:01:06,1.519,0
10101275,01,09,XKI_037,,5.040,3.468,2020-03-14,13:36:17,13:59:27,1.453,0
10101276,01,01,SC618,,5.049,3.336,2020-03-14,13:36:21,14:14:23,1.513,0
10101277,01,01,SC007,,5.022,3.453,2020-03-14,13:36:30,13:39:09,1.454,0
10101278,01,09,SC088,,5.047,3.769,2020-03-14,13:36:38,14:06:15,1.339,0
10101279,01,01,SC358,,5.036,3.495,2020-03-14,13:37:00,14:04:52,1.441,0
10101280,01,01,SC627,,5.005,3.401,2020-03-14,13:37:08,13:51:23,1.472,0
10101281,,01,SC424,,.000,3.357,2020-03-14,00:00:00,13:37:19,.000,0
10101282,,01,HVSC087,,.000,3.437,2020-03-14,00:00:00,13:37:24,.000,0
10101283,,01,HVSC216,,.000,3.492,2020-03-14,00:00:00,13:37:29,.000,0
10101284,01,09,SC210,,5.022,2.869,2020-03-14,13:37:39,14:08:14,1.750,0
10101285,01,01,SC562,,5.029,3.430,2020-03-14,13:37:56,13:51:14,1.466,0
10101286,01,01,SC405,,5.019,3.501,2020-03-14,13:38:14,14:03:24,1.434,0
10101287,01,09,SC113,,5.077,3.356,2020-03-14,13:38:20,13:56:03,1.513,0
10101288,01,01,SC036,,5.022,3.414,2020-03-14,13:38:32,13:51:45,1.471,0
10101289,01,09,XKII_045,,5.072,3.962,2020-03-14,13:38:35,14:16:29,1.280,0
