ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
3842383,01,01,SC002,,5.048,3.462,2020-03-14,06:51:21,07:20:12,1.458,0
3842384,01,09,SC075,,5.042,2.408,2020-03-14,06:51:26,07:02:52,2.094,0
3842385,,01,SC068,,.000,3.322,2020-03-14,00:00:00,06:51:28,.000,0
3842386,01,09,SC013,,5.125,2.696,2020-03-14,06:51:40,07:02:46,1.901,0
3842387,01,01,SC084,,5.066,3.431,2020-03-14,06:52:18,07:24:19,1.477,0
3842388,01,01,HVSC045,,5.025,3.324,2020-03-14,06:52:27,07:21:21,1.512,0
3842389,01,01,SC053,,5.010,3.322,2020-03-14,06:52:33,07:22:31,1.508,0
3842390,01,09,HVSC017,,5.021,3.487,2020-03-14,06:52:44,07:17:19,1.440,0
3842391,01,01,SC064,,5.014,3.359,2020-03-14,06:52:49,07:12:26,1.493,0
3842392,01,01,SC424,,5.052,3.378,2020-03-14,06:52:55,07:22:20,1.496,0
3842393,01,09,SC018,,5.053,2.591,2020-03-14,06:53:20,07:17:30,1.950,0
3842394,01,09,HVSC023,,5.043,2.752,2020-03-14,06:53:41,08:27:40,1.832,0
3842395,01,01,HVSC025,,5.023,3.448,2020-03-14,06:53:46,07:56:29,1.457,0
3842396,01,01,XKI_015,,5.048,3.402,2020-03-14,06:54:02,07:23:36,1.484,0
3842397,01,01,HVSC087,,5.020,3.345,2020-03-14,06:54:30,07:15:20,1.501,0
3842398,01,09,HVSC009,,5.058,2.930,2020-03-14,06:54:36,07:29:01,1.726,0
3842399,04,01,HVSC024,,3.034,2.104,2020-03-14,06:54:36,07:20:39,1.442,0
3842400,01,01,HVSC216,,5.067,3.403,2020-03-14,06:54:52,07:13:33,1.489,0
3842401,01,01,HVSC241,,5.108,3.239,2020-03-14,06:54:58,07:23:30,1.577,0
3842402,01,09,SC077,,5.026,2.977,2020-03-14,06:55:16,07:31:41,1.688,0
3842403,01,01,SC125,,5.147,3.362,2020-03-14,06:55:20,07:25:16,1.531,0
3842404,04,04,SC602,,2.987,2.058,2020-03-14,06:55:23,07:46:07,1.451,0
3842405,01,09,SC262,,5.042,2.767,2020-03-14,06:55:36,07:29:36,1.822,0
3842406,01,01,T0_049,,5.072,3.387,2020-03-14,06:55:50,07:25:10,1.497,0
3842407,01,09,HVSC019,,5.004,2.937,2020-03-14,06:55:55,07:18:20,1.704,0
3842408,01,09,HVSC259,,5.034,3.473,2020-03-14,06:56:04,07:18:25,1.449,0
3842409,01,01,SC022,,5.057,3.318,2020-03-14,06:56:11,07:25:05,1.524,0
3842410,01,09,HVSC014,,5.045,3.449,2020-03-14,06:56:16,07:31:47,1.463,0
3842411,01,01,SC105,,5.080,3.371,2020-03-14,06:56:32,07:19:24,1.507,0
3842412,01,01,SC175,,5.030,3.385,2020-03-14,06:56:39,07:19:30,1.486,0
3842413,01,01,HVSC070,,5.057,3.529,2020-03-14,06:56:45,07:19:16,1.433,0
3842414,,01,SC109,,.000,3.353,2020-03-14,00:00:00,06:56:47,.000,0
3842415,01,01,HVSC156,,5.031,3.209,2020-03-14,06:56:51,07:21:39,1.568,0
3842416,01,01,SC456,,5.074,3.405,2020-03-14,06:57:01,07:21:51,1.490,0
3842417,01,01,SC086,,4.946,3.410,2020-03-14,06:57:13,07:21:44,1.450,0
3842418,01,01,SC026,,5.028,3.332,2020-03-14,06:57:34,07:23:41,1.509,0
3842419,01,09,SC065,,5.064,3.605,2020-03-14,06:57:42,07:33:43,1.405,0
3842420,01,09,SC039,,5.029,3.022,2020-03-14,06:57:50,07:32:16,1.664,0
3842421,01,09,SC149,,5.109,2.936,2020-03-14,06:57:56,07:28:21,1.740,0
3842422,01,01,SC072,,5.062,3.403,2020-03-14,06:58:00,07:21:58,1.488,0
3842423,01,01,SC188,,5.058,3.482,2020-03-14,06:58:12,07:21:33,1.453,0
3842424,01,09,SC225,,5.061,2.693,2020-03-14,06:58:17,07:32:07,1.879,0
3842425,01,09,HVSC095,,5.034,3.021,2020-03-14,06:58:31,07:33:51,1.666,0
3842426,01,09,SC148,,5.080,3.241,2020-03-14,06:58:35,07:30:25,1.567,0
3842427,01,01,SC659,,5.080,3.429,2020-03-14,06:58:41,07:25:32,1.481,0
3842428,01,01,SC109,,5.039,3.373,2020-03-14,06:58:49,07:39:26,1.494,0
3842429,01,01,SC313,,5.045,3.221,2020-03-14,06:58:59,07:22:03,1.566,0
3842430,01,09,SC028,,5.038,3.261,2020-03-14,06:59:10,07:30:00,1.545,0
3842431,01,09,SC073,,5.034,3.202,2020-03-14,06:59:23,07:29:55,1.572,0
3842432,01,09,SC068,,5.015,3.169,2020-03-14,06:59:28,07:27:25,1.583,0
3842433,01,01,SC145,,5.037,3.236,2020-03-14,06:59:32,07:44:50,1.557,0
3842434,01,09,SC120,,5.014,2.904,2020-03-14,06:59:47,07:28:13,1.727,0
3842435,01,01,SC033,,5.007,3.422,2020-03-14,06:59:54,07:22:13,1.463,0
3842436,01,01,SC038,,5.038,3.434,2020-03-14,07:00:02,07:24:01,1.467,0
3842437,01,01,SC527,,5.076,3.516,2020-03-14,07:00:05,07:25:38,1.444,0
3842438,01,09,XKII_007,,5.053,3.042,2020-03-14,07:00:14,07:31:14,1.661,0
3842439,04,09,SC006,,3.007,4.502,2020-03-14,07:00:23,08:26:29,.668,0
3842440,01,01,SC116,,5.003,3.512,2020-03-14,07:02:26,07:38:58,1.425,0
3842441,01,01,SC117,,5.009,3.374,2020-03-14,07:02:40,07:38:52,1.485,0
3842442,,09,HVSC117,,.000,2.492,2020-03-14,00:00:00,07:02:58,.000,0
3842443,01,01,SC185,,5.020,3.295,2020-03-14,07:03:02,07:41:29,1.524,0
3842444,01,09,SC186,,5.031,3.647,2020-03-14,07:03:10,07:32:53,1.379,0
3842445,01,01,BK027,,5.093,3.440,2020-03-14,07:03:15,07:41:54,1.481,0
3842446,01,01,SC213,,4.999,3.448,2020-03-14,07:03:27,07:47:18,1.450,0
3842447,01,01,TPI_239,,5.054,3.451,2020-03-14,07:03:48,07:53:43,1.465,0
3842448,01,09,SC607,,5.061,5.444,2020-03-14,07:03:58,07:26:39,.930,0
3842449,01,01,HVSC008,,5.029,3.405,2020-03-14,07:04:12,07:40:57,1.477,0
3842450,01,09,SC139,,5.068,3.174,2020-03-14,07:04:22,07:30:50,1.597,0
3842451,01,01,HVSC043,,5.031,3.426,2020-03-14,07:04:29,07:44:33,1.468,0
3842452,01,09,SC012,,5.027,3.085,2020-03-14,07:04:43,07:31:09,1.629,0
3842453,01,09,SC076,,5.044,2.899,2020-03-14,07:05:00,07:33:33,1.740,0
3842454,01,01,SC076,,5.043,3.443,2020-03-14,07:05:06,07:48:00,1.465,0
3842455,01,01,HVSC103,,5.019,3.389,2020-03-14,07:05:12,07:47:33,1.481,0
