ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
439975,,01,SC225,,.000,3.472,2020-03-14,00:00:00,07:59:05,.000,0
439976,01,01,SC012,,5.039,3.417,2020-03-14,07:59:09,08:35:39,1.475,0
439977,01,01,SC607,,5.033,3.370,2020-03-14,07:59:14,08:21:55,1.493,0
439978,,01,SC119,,.000,3.550,2020-03-14,00:00:00,07:59:18,.000,0
439979,01,01,BK027,,5.066,3.405,2020-03-14,07:59:24,08:30:22,1.488,0
439980,01,01,SC076,,5.043,3.426,2020-03-14,07:59:31,08:34:55,1.472,0
439981,01,09,HVSC105,,5.054,2.951,2020-03-14,07:59:38,08:24:44,1.713,0
439982,01,01,HVSC103,,5.082,3.443,2020-03-14,07:59:45,08:35:14,1.476,0
439983,01,01,HVSC106,,5.839,3.361,2020-03-14,08:00:02,08:35:24,1.737,0
439984,,01,SC131,,.000,3.394,2020-03-14,00:00:00,08:00:04,.000,0
439985,01,01,HVSC034,,5.059,3.434,2020-03-14,08:00:07,08:33:54,1.473,0
439986,01,09,SC014,,5.066,2.946,2020-03-14,08:00:12,08:25:29,1.720,0
439987,01,01,SC070,,5.063,3.410,2020-03-14,08:00:22,08:36:43,1.485,0
439988,01,01,SC502,,5.023,3.347,2020-03-14,08:00:30,08:29:05,1.501,0
439989,01,01,SC502,,5.034,3.549,2020-03-14,08:00:53,08:50:47,1.418,0
439990,01,01,SC131,,5.057,3.468,2020-03-14,08:00:58,08:34:04,1.458,0
439991,01,01,SC342,,5.079,3.347,2020-03-14,08:01:04,08:28:52,1.517,0
439992,01,01,HVSC037,,5.057,3.385,2020-03-14,08:01:12,08:28:44,1.494,0
439993,01,01,TPII_168,,5.043,3.362,2020-03-14,08:01:21,08:28:59,1.500,0
439994,01,09,SC132,,5.028,3.094,2020-03-14,08:01:30,08:24:34,1.625,0
439995,01,01,SC662,,5.009,3.360,2020-03-14,08:02:24,08:29:41,1.491,0
439996,01,01,HVSC011,,5.082,3.410,2020-03-14,08:02:30,08:35:08,1.490,0
439997,01,01,SC011,,5.048,3.422,2020-03-14,08:02:35,08:38:08,1.475,0
