ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
439775,,09,SC086,,.000,3.377,2020-03-14,00:00:00,07:28:36,.000,0
439776,01,01,SC109,,5.038,3.481,2020-03-14,07:28:39,07:58:37,1.447,0
439777,01,01,SC188,,4.995,3.464,2020-03-14,07:28:45,08:33:49,1.442,0
439778,01,01,SC148,,5.037,3.358,2020-03-14,07:28:50,07:40:41,1.500,0
439779,01,01,SC225,,5.065,3.389,2020-03-14,07:28:58,07:40:51,1.495,0
439780,01,01,SC073,,5.041,3.325,2020-03-14,07:29:04,07:55:19,1.516,0
439781,,09,HVSC156,,.000,2.921,2020-03-14,00:00:00,07:29:07,.000,0
439782,01,01,SC072,,5.063,3.381,2020-03-14,07:29:08,07:57:36,1.497,0
439783,04,04,SC006,,3.017,2.260,2020-03-14,07:29:09,08:50:02,1.335,0
439784,,09,SC456,,.000,2.565,2020-03-14,00:00:00,07:29:24,.000,0
439785,01,01,SC149,,5.044,3.436,2020-03-14,07:29:26,07:43:45,1.468,0
439786,01,01,SC039,,5.030,3.426,2020-03-14,07:29:30,07:43:39,1.468,0
439787,01,09,SC313,,5.077,2.990,2020-03-14,07:29:34,07:31:36,1.698,0
439788,01,01,SC065,,5.030,3.342,2020-03-14,07:29:47,07:56:36,1.505,0
439789,01,09,SC026,,5.064,2.835,2020-03-14,07:29:50,07:33:56,1.786,0
439790,01,01,HVSC095,,5.073,3.275,2020-03-14,07:30:24,07:39:33,1.549,0
439791,01,01,SC456,,5.502,3.498,2020-03-14,07:30:27,08:31:06,1.573,0
439792,01,01,SC086,,4.948,3.375,2020-03-14,07:30:37,07:56:52,1.466,0
439793,01,01,HVSC156,,5.029,3.336,2020-03-14,07:30:55,08:31:01,1.507,0
439794,01,01,SC117,,5.065,3.215,2020-03-14,07:31:08,07:57:27,1.575,0
439795,01,01,SC116,,5.069,3.501,2020-03-14,07:31:17,07:57:08,1.448,0
439796,,09,SC502,,.000,3.175,2020-03-14,00:00:00,07:31:20,.000,0
439797,01,09,TPI_239,,5.742,2.533,2020-03-14,07:31:41,08:27:50,2.267,0
439798,01,01,SC185,,5.071,3.350,2020-03-14,07:32:01,08:00:59,1.514,0
439799,01,01,SC186,,5.035,3.387,2020-03-14,07:32:06,07:41:35,1.487,0
439800,04,04,HVSC024,,3.013,2.159,2020-03-14,07:32:12,07:46:19,1.396,0
439801,01,09,SC524,,5.032,3.266,2020-03-14,07:32:18,07:33:27,1.541,0
439802,01,09,HVSC008,,5.020,3.105,2020-03-14,07:32:52,08:24:55,1.617,0
439803,01,01,SC012,,5.041,3.455,2020-03-14,07:32:58,07:38:46,1.459,0
439804,01,01,SC139,,5.077,3.388,2020-03-14,07:33:02,07:47:53,1.499,0
439805,01,09,SC213,,5.039,2.890,2020-03-14,07:33:16,08:24:49,1.744,0
439806,01,09,HVSC106,,5.929,2.979,2020-03-14,07:33:27,08:27:21,1.990,0
439807,01,01,HVSC043,,5.063,3.417,2020-03-14,07:33:32,08:38:19,1.482,0
439808,01,01,SC076,,5.051,3.374,2020-03-14,07:33:38,08:01:46,1.497,0
439809,01,01,HVSC105,,5.064,3.441,2020-03-14,07:33:44,08:01:39,1.472,0
439810,01,09,HVSC103,,5.057,2.534,2020-03-14,07:33:53,08:27:28,1.996,0
439811,04,04,SC166,,3.019,2.159,2020-03-14,07:34:03,08:49:57,1.398,0
439812,01,01,SC607,,5.071,3.412,2020-03-14,07:34:04,07:41:48,1.486,0
439813,01,01,BK027,,5.044,3.436,2020-03-14,07:34:13,08:21:43,1.468,0
439814,01,09,HVSC034,,5.042,2.901,2020-03-14,07:34:26,08:25:23,1.738,0
439815,01,01,SC014,,5.056,3.395,2020-03-14,07:34:34,07:59:40,1.489,0
439816,01,01,SC070,,5.043,3.234,2020-03-14,07:34:55,08:01:16,1.559,0
439817,01,01,SC342,,5.070,3.461,2020-03-14,07:35:11,07:36:36,1.465,0
439818,01,01,SC131,,5.063,3.395,2020-03-14,07:35:20,07:47:43,1.491,0
439819,01,01,HVSC037,,5.032,3.388,2020-03-14,07:35:25,07:36:43,1.485,0
439820,01,01,SC502,,5.070,3.446,2020-03-14,07:35:30,07:52:42,1.471,0
439821,01,01,TPII_168,,5.005,3.440,2020-03-14,07:35:38,07:55:06,1.455,0
439822,01,01,SC133,,5.047,3.376,2020-03-14,07:35:43,07:39:38,1.495,0
439823,01,01,HVSC011,,5.049,3.298,2020-03-14,07:35:50,08:22:04,1.531,0
439824,01,09,SC662,,5.039,3.095,2020-03-14,07:36:07,08:25:18,1.628,0
439825,01,01,SC040,,4.994,3.347,2020-03-14,07:36:20,08:01:07,1.492,0
439826,01,01,HVSC094,,5.034,3.251,2020-03-14,07:36:25,08:21:29,1.548,0
439827,01,01,SC054,,5.044,3.432,2020-03-14,07:36:31,07:52:12,1.470,0
439828,01,01,SC015,,5.063,3.303,2020-03-14,07:36:39,07:47:25,1.533,0
439829,01,09,SC011,,5.543,2.899,2020-03-14,07:36:45,08:25:02,1.912,0
439830,01,01,SC108,,5.039,3.312,2020-03-14,07:36:52,07:39:09,1.521,0
439831,01,01,SC132,,5.141,3.445,2020-03-14,07:36:58,07:58:30,1.492,0
439832,,01,SC049,,.000,3.559,2020-03-14,00:00:00,07:37:04,.000,0
439833,,01,SC007,,.000,3.444,2020-03-14,00:00:00,07:37:11,.000,0
439834,01,01,SC095,,5.088,3.369,2020-03-14,07:37:28,07:44:44,1.510,0
439835,01,01,SC096,,5.079,3.449,2020-03-14,07:37:37,07:44:38,1.473,0
439836,,01,SC562,,.000,3.487,2020-03-14,00:00:00,07:37:50,.000,0
439837,,01,BK014,,.000,3.377,2020-03-14,00:00:00,07:37:57,.000,0
439838,01,01,SC031,,5.060,3.409,2020-03-14,07:37:57,07:51:40,1.484,0
439839,01,01,SC110,,5.040,3.287,2020-03-14,07:38:02,07:52:36,1.533,0
439840,,01,SC018,,.000,3.393,2020-03-14,00:00:00,07:38:03,.000,0
439841,01,01,SC094,,5.046,3.308,2020-03-14,07:38:14,07:42:17,1.525,0
439842,01,01,HVSC035,,5.055,3.296,2020-03-14,07:38:18,07:42:22,1.534,0
439843,,01,SC158,,.000,3.480,2020-03-14,00:00:00,07:38:37,.000,0
439844,01,01,SC616,,5.046,3.465,2020-03-14,07:38:45,07:51:58,1.456,0
439845,01,01,HVSC012,,5.057,3.362,2020-03-14,07:38:48,08:32:20,1.504,0
439846,01,01,SC520,,5.073,3.351,2020-03-14,07:38:57,07:51:47,1.514,0
439847,01,01,SC045,,5.016,3.357,2020-03-14,07:39:14,08:30:16,1.494,0
