ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
10100549,,01,SC007,,.000,3.285,2020-03-14,00:00:00,11:25:39,.000,0
10100550,,01,SC110,,.000,3.299,2020-03-14,00:00:00,11:27:30,.000,0
10100551,,01,SC562,,.000,3.360,2020-03-14,00:00:00,11:27:39,.000,0
10100552,,01,SC225,,.000,3.316,2020-03-14,00:00:00,11:28:08,.000,0
10100553,,01,SC659,,.000,3.261,2020-03-14,00:00:00,11:28:15,.000,0
10100554,,01,SC002,,.000,3.436,2020-03-14,00:00:00,11:28:45,.000,0
10100555,,01,HVSC035,,.000,3.399,2020-03-14,00:00:00,11:29:15,.000,0
10100556,,01,PV006,,.000,3.401,2020-03-14,00:00:00,11:29:53,.000,0
10100557,,01,SC119,,.000,3.400,2020-03-14,00:00:00,11:32:08,.000,0
10100558,,01,SC032,,.000,3.371,2020-03-14,00:00:00,11:32:52,.000,0
10100559,,01,SC140,,.000,3.346,2020-03-14,00:00:00,11:33:01,.000,0
10100560,,01,SC032,,.000,3.343,2020-03-14,00:00:00,11:33:33,.000,0
10100561,,01,SC031,,.000,3.379,2020-03-14,00:00:00,11:35:01,.000,0
10100562,,01,SC094,,.000,3.381,2020-03-14,00:00:00,11:35:07,.000,0
10100563,,01,SC110,,.000,3.271,2020-03-14,00:00:00,11:35:17,.000,0
10100564,,01,SC405,,.000,3.399,2020-03-14,00:00:00,11:35:29,.000,0
10100565,,01,XKII_045,,.000,3.274,2020-03-14,00:00:00,11:35:42,.000,0
10100566,,01,HVSC012,,.000,3.454,2020-03-14,00:00:00,11:36:56,.000,0
10100567,,01,SC062,,.000,3.288,2020-03-14,00:00:00,11:37:11,.000,0
10100568,,01,SC004,,.000,3.504,2020-03-14,00:00:00,11:37:48,.000,0
10100569,,04,SC053,,.000,2.152,2020-03-14,00:00:00,11:39:16,.000,0
10100570,,04,SC424,,.000,2.164,2020-03-14,00:00:00,11:39:23,.000,0
10100571,,03,SC616,,.000,2.127,2020-03-14,00:00:00,11:40:23,.000,0
10100572,,09,SC145,,.000,2.699,2020-03-14,00:00:00,11:40:53,.000,0
10100573,,09,SC028,,.000,3.242,2020-03-14,00:00:00,11:41:13,.000,0
10100574,,09,SC188,,.000,2.881,2020-03-14,00:00:00,11:41:21,.000,0
10100575,,09,SC456,,.000,2.644,2020-03-14,00:00:00,11:41:42,.000,0
10100576,,09,HVSC095,,.000,1.405,2020-03-14,00:00:00,11:41:52,.000,0
10100577,,09,SC149,,.000,2.806,2020-03-14,00:00:00,11:42:00,.000,0
10100578,,09,SC076,,.000,5.613,2020-03-14,00:00:00,11:42:16,.000,0
10100579,,09,HVSC105,,.000,5.438,2020-03-14,00:00:00,11:42:42,.000,0
10100580,,09,SC014,,.000,3.875,2020-03-14,00:00:00,11:42:50,.000,0
10100581,,09,SC659,,.000,2.925,2020-03-14,00:00:00,11:43:01,.000,0
10100582,,09,SC012,,.000,2.899,2020-03-14,00:00:00,11:43:07,.000,0
10100583,,09,SC108,,.000,2.785,2020-03-14,00:00:00,11:43:28,.000,0
10100584,,09,SC132,,.000,3.088,2020-03-14,00:00:00,11:43:36,.000,0
10100585,,09,SC031,,.000,2.737,2020-03-14,00:00:00,11:43:44,.000,0
10100586,01,09,HVSC035,,5.894,2.655,2020-03-14,11:43:52,11:46:23,2.220,0
10100587,,09,HVSC043,,.000,2.849,2020-03-14,00:00:00,11:43:55,.000,0
10100588,,09,HVSC027,,.000,3.255,2020-03-14,00:00:00,11:44:03,.000,0
10100589,,09,SC520,,.000,3.632,2020-03-14,00:00:00,11:44:09,.000,0
10100590,01,09,SC616,,5.077,3.061,2020-03-14,11:44:15,12:07:03,1.659,0
10100591,,09,HVSC017,,.000,2.888,2020-03-14,00:00:00,11:44:17,.000,0
10100592,01,09,SC094,,5.053,2.840,2020-03-14,11:44:23,11:46:43,1.779,0
10100593,01,01,SC031,,5.067,3.473,2020-03-14,11:44:38,12:18:17,1.459,0
